titulo_original,titulo_romanizado,titulo_ingles,release_date,anio,temporada_año,temporadas,episodios,estudio,generos,demografia,formato,estado,popularidad,score_promedio,score_media,trends_MX,trends_US,trends_CA,trends_CO,trends_BR,trends_latam_avg,popular_algún_país,cluster
パーティーから追放されたその治癒師、実は最強につき,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki","The Healer Who Was Banished From His Party, Is, in Fact, the Strongest",2024-10-06,2024,FALL 2024,1,12.0,Studio elle,Action | Adventure | Fantasy,Unknown,TV,FINISHED,41716,57.0,57.0,,,,,,,,2
ぶっちぎり?!,BUCCHIGIRI?!,BUCCHIGIRI?!,2024-01-13,2024,WINTER 2024,1,12.0,MAPPA,Action | Supernatural,Unknown,TV,FINISHED,41510,64.0,64.0,,,,,,,,1
真・進化の実～知らないうちに勝ち組人生～,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made Season 2",2023-01-14,2023,WINTER 2023,1,12.0,Hotline,Action | Comedy | Fantasy | Romance,Unknown,TV,FINISHED,41410,54.0,54.0,,,,,,,,3
真夜中ハートチューン,Mayonaka Heart Tune,Tune In to the Midnight Heart,2026-01-06,2026,WINTER 2026,2,12.0,Gekkou,Comedy | Romance,Shounen,TV,FINISHED,41092,72.0,72.0,,,,,,,,1
外れスキル《木の実マスター》~スキルの実(食べたら死ぬ)を無限に食べられるようになった件について~,Hazure Skill «Kinomi Master»: Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken Nitsuite,Bogus Skill <<Fruitmaster>> ~About that time I became able to eat unlimited numbers of Skill Fruits (that kill you)~,2025-01-01,2025,WINTER 2025,1,12.0,Asahi Production,Action | Adventure | Fantasy,Unknown,TV,FINISHED,41055,57.0,57.0,,,,,,,,2
キミと僕の最後の戦場、あるいは世界が始まる聖戦 Season II,"Kimi to Boku no Saigo no Senjou, Arui wa Sekai ga Hajimaru Seisen Season II",Our Last Crusade or the Rise of a New World Season 2,2024-07-10,2024,SUMMER 2024,1,12.0,SILVER LINK. | Studio Palette,Action | Fantasy | Romance,Unknown,TV,FINISHED,40769,67.0,67.0,,,,,,,,2
勘違いの工房主～英雄パーティの元雑用係が、実は戦闘以外がSSSランクだったというよくある話～,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi",The Unaware Atelier Meister,2025-03-30,2025,SPRING 2025,1,12.0,EMT Squared,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,40612,64.0,64.0,,,,,,,,2
神は遊戯に飢えている。,Kami wa Game ni Ueteiru.,Gods' Games We Play,2024-04-01,2024,SPRING 2024,1,13.0,LIDENFILMS,Comedy | Drama | Ecchi | Fantasy | Romance,Unknown,TV,FINISHED,40331,60.0,61.0,,,,,,,,1
アラフォー男の異世界通販生活,Arafou Otoko no Isekai Tsuuhan Seikatsu,The Daily Life of a Middle-Aged Online Shopper in Another World,2025-01-09,2025,WINTER 2025,1,13.0,East Fish Studio,Action | Adventure | Comedy | Ecchi | Fantasy,Unknown,TV,FINISHED,40241,62.0,62.0,,,,,,,,2
ソードアート・オンライン オルタナティブ ガンゲイル・オンラインⅡ,Sword Art Online Alternative: Gun Gale Online II,Sword Art Online Alternative: Gun Gale Online II,2024-10-05,2024,FALL 2024,1,12.0,A-1 Pictures,Action | Sci-Fi,Unknown,TV,FINISHED,40144,71.0,71.0,,,,,,,,1
老後に備えて異世界で８万枚の金貨を貯めます,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,"Saving 80,000 Gold in Another World for My Retirement",2023-01-08,2023,WINTER 2023,1,12.0,Felix Film,Comedy | Fantasy | Slice of Life,Unknown,TV,FINISHED,40127,68.0,68.0,,,,,,,,1
千歳くんはラムネ瓶のなか,Chitose-kun wa Ramune Bin no Naka,Chitose Is in the Ramune Bottle,2025-10-07,2025,FALL 2025,2,13.0,feel.,Comedy | Romance,Shounen,TV,FINISHED,40087,72.0,73.0,,,,,,,,1
無職の英雄 別にスキルなんか要らなかったんだが,Mushoku no Eiyuu: Betsu ni Skill nanka Ira Nakattan Daga,Hero Without a Class: Who Even Needs Skills?!,2025-09-24,2025,FALL 2025,1,12.0,studio A-CAT,Action | Adventure | Comedy | Fantasy,Shounen,ONA,FINISHED,40059,62.0,62.0,,,,,,,,2
BEASTARS FINAL SEASON Part 1,BEASTARS FINAL SEASON Part 1,BEASTARS Final Season Part 1,2024-12-05,2024,FALL 2024,2,12.0,Orange,Drama | Mystery | Psychological | Slice of Life,Shounen,ONA,FINISHED,39831,78.0,79.0,,,,,,,,1
〈物語〉シリーズ オフ&モンスターシーズン,Monogatari Series: Off & Monster Season,MONOGATARI Series: OFF & MONSTER Season,2024-07-06,2024,SUMMER 2024,1,14.0,Shaft,Drama | Mystery | Supernatural,Unknown,ONA,FINISHED,39827,86.0,86.0,,,,,,,,0
佐々木とピーちゃん,Sasaki to Pii-chan,Sasaki and Peeps,2024-01-05,2024,WINTER 2024,2,12.0,SILVER LINK.,Comedy | Fantasy,Unknown,TV,FINISHED,39598,67.0,67.0,,,,,,,,1
範馬刃牙 シーズン２,Hanma Baki Season 2,Baki Hanma Season 2,2023-07-26,2023,SUMMER 2023,2,27.0,TMS Entertainment,Action | Sports,Shounen,ONA,FINISHED,39582,79.0,79.0,,,,,,,,0
怪異と乙女と神隠し,Kaii to Otome to Kamikakushi,Mysterious Disappearances,2024-04-10,2024,SPRING 2024,1,12.0,Zero-G,Ecchi | Horror | Mystery | Supernatural,Seinen,TV,FINISHED,39243,66.0,66.0,,,,,,,,1
外科医エリーゼ,Gekai Elise,Doctor Elise: The Royal Lady with the Lamp,2024-01-10,2024,WINTER 2024,1,12.0,Maho Film,Comedy | Fantasy | Romance,Shoujo,TV,FINISHED,39239,71.0,71.0,,,,,,,,1
天久鷹央の推理カルテ,Ameku Takao no Suiri Karte,Ameku M.D.: Doctor Detective,2025-01-02,2025,WINTER 2025,1,12.0,project No.9,Mystery | Slice of Life,Seinen,TV,FINISHED,39140,69.0,69.0,,,,,,,,1
多聞くん今どっち！？,Tamon-kun Ima Docchi!?,Tamon's B-Side,2026-01-01,2026,WINTER 2026,1,13.0,J.C.STAFF,Comedy | Romance,Shoujo,ONA,FINISHED,39078,78.0,79.0,,,,,,,,1
休日のわるものさん,Kyuujitsu no Warumono-san,Mr. Villain's Day Off,2024-01-08,2024,WINTER 2024,1,12.0,Shin-Ei Animation | SynergySP,Comedy | Slice of Life,Shoujo,TV,FINISHED,39038,71.0,71.0,,,,,,,,1
日本へようこそエルフさん。,Nihon e Youkoso Elf-san.,"Welcome to Japan, Ms. Elf!",2025-01-10,2025,WINTER 2025,1,12.0,Zero-G,Comedy | Fantasy | Romance | Slice of Life,Unknown,TV,FINISHED,39004,72.0,72.0,,,,,,,,1
私を喰べたい、ひとでなし,"Watashi wo Tabetai, Hitodenashi",This Monster Wants to Eat Me,2025-10-02,2025,FALL 2025,1,13.0,Studio Lings,Drama | Horror | Psychological | Romance | Supernatural,Seinen,TV,FINISHED,38963,74.0,74.0,,,,,,,,1
デキる猫は今日も憂鬱,Dekiru Neko wa Kyou mo Yuuutsu,The Masterful Cat is Depressed Again Today,2023-07-08,2023,SUMMER 2023,1,13.0,GoHands,Comedy | Fantasy | Slice of Life,Shounen,TV,FINISHED,38889,75.0,75.0,,,,,,,,1
姫騎士は蛮族の嫁,Hime Kishi wa Barbaroi no Yome,The Warrior Princess and the Barbaric King,2026-04-09,2026,SPRING 2026,1,12.0,Jumondou,Comedy | Ecchi | Fantasy | Romance,Shounen,TV,RELEASING,38847,67.0,68.0,,,,,,,,1
かつて魔法少女と悪は敵対していた。,Katsute Mahou Shoujo to Aku wa Tekitai Shite Ita.,The Magical Girl and the Evil Lieutenant Used to Be Archenemies,2024-07-09,2024,SUMMER 2024,1,12.0,bones,Comedy | Fantasy | Mahou Shoujo | Romance,Shounen,TV_SHORT,FINISHED,38829,74.0,74.0,,,,,,,,1
デッドデッドデーモンズデデデデデストラクション,Dead Dead Demon's Dededededestruction,DEAD DEAD DEMONS DEDEDEDE DESTRUCTION,2024-05-24,2024,SUMMER 2024,1,18.0,Production +h,Comedy | Drama | Sci-Fi | Slice of Life,Seinen,ONA,FINISHED,38444,79.0,79.0,,,,,,,,1
瑠璃の宝石,Ruri no Houseki,Ruri Rocks,2025-07-06,2025,SUMMER 2025,1,13.0,Studio Bind,Adventure | Slice of Life,Seinen,TV,FINISHED,38396,79.0,79.0,,,,,,,,1
終末トレインどこへいく？,Shuumatsu Train Doko e Iku?,Train to the End of the World,2024-04-01,2024,SPRING 2024,1,12.0,EMT Squared,Adventure | Comedy | Sci-Fi | Supernatural,Unknown,TV,FINISHED,38300,72.0,72.0,,,,,,,,1
悪役令嬢転生おじさん,Akuyaku Reijou Tensei Oji-san,From Bureaucrat to Villainess: Dad's Been Reincarnated!,2025-01-10,2025,WINTER 2025,1,12.0,Ajiado,Comedy | Fantasy,Seinen,TV,FINISHED,38173,73.0,73.0,,,,,,,,1
ヘルモード ～やり込み好きのゲーマーは廃設定の異世界で無双する～,Hell Mode: Yarikomi-zuki no Gamer wa Haisettei no Isekai de Musou Suru,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing,2026-01-10,2026,WINTER 2026,2,12.0,Yokohama Animation Lab,Action | Adventure | Fantasy,Unknown,TV,FINISHED,38142,71.0,72.0,,,,,,,,2
終末のワルキューレⅡ 後編,Shuumatsu no Valkyrie II Part 2,Record of Ragnarok II Part 2,2023-07-12,2023,SUMMER 2023,2,5.0,Graphinica | Yumeta Company,Action | Drama | Fantasy | Supernatural,Unknown,ONA,FINISHED,38133,76.0,76.0,,,,,,,,2
異世界のんびり農家２,Isekai Nonbiri Nouka 2,Farming Life in Another World 2,2026-04-06,2026,SPRING 2026,1,12.0,Zero-G,Fantasy | Slice of Life,Unknown,TV,RELEASING,37953,74.0,74.0,,,,,,,,1
メダリスト,Medalist,Medalist,2025-01-05,2025,WINTER 2025,2,13.0,ENGI,Drama | Psychological | Sports,Seinen,TV,FINISHED,37824,83.0,83.0,,,,,,,,1
白聖女と黒牧師,Shiro Seijo to Kuro Bokushi,Saint Cecilia & Pastor Lawrence,2023-07-13,2023,SUMMER 2023,1,12.0,Doga Kobo,Comedy | Fantasy | Romance | Slice of Life,Shounen,TV,FINISHED,37786,73.0,73.0,,,,,,,,1
俺は星間国家の悪徳領主!,Ore wa Seikan Kokka no Akutoku Ryoushu! ,I'm the Evil Lord of an Intergalactic Empire!,2025-04-06,2025,SPRING 2025,1,12.0,Quad,Action | Adventure | Comedy | Ecchi | Fantasy | Mecha | Sci-Fi,Shounen,TV,FINISHED,37568,68.0,68.0,,,,,,,,2
日本三國,Nippon Sangoku,NIPPON SANGOKU: The Three Nations of the Crimson Sun,2026-04-05,2026,SPRING 2026,1,12.0,Studio Kafka,Action | Drama | Sci-Fi,Seinen,ONA,RELEASING,37511,81.0,82.0,,,,,,,,0
地縛少年花子くん２,Jibaku Shounen Hanako-kun 2,Toilet-bound Hanako-kun Season 2,2025-01-12,2025,WINTER 2025,2,12.0,Lerche,Action | Comedy | Drama | Mystery | Supernatural,Shounen,TV,FINISHED,37169,79.0,79.0,,,,,,,,0
愛してるゲームを終わらせたい,Aishiteru Game wo Owarasetai,I Want to End this Love Game,2026-04-14,2026,SPRING 2026,1,12.0,Felix Film,Comedy | Romance,Shounen,TV,RELEASING,36849,72.0,72.0,,,,,,,,1
極主夫道 シーズン2,Gokushufudou Season 2,The Way of the Househusband: Season 2,2023-01-01,2023,WINTER 2023,1,5.0,J.C.STAFF,Comedy | Slice of Life,Seinen,ONA,FINISHED,36835,75.0,75.0,,,,,,,,1
ロックは淑女の嗜みでして,Rock wa Lady no Tashinami Deshite,Rock is a Lady’s Modesty,2025-04-03,2025,SPRING 2025,1,13.0,Bandai Namco Pictures,Drama | Music,Seinen,TV,FINISHED,36543,77.0,78.0,,,,,,,,1
おかしな転生,Okashi na Tensei,Sweet Reincarnation,2023-07-04,2023,SUMMER 2023,1,12.0,SynergySP,Action | Fantasy | Slice of Life,Unknown,ONA,FINISHED,36542,66.0,66.0,,,,,,,,2
New PANTY & STOCKING with GARTERBELT,New PANTY & STOCKING with GARTERBELT,New PANTY & STOCKING with GARTERBELT,2025-07-10,2025,SUMMER 2025,1,13.0,TRIGGER,Action | Comedy | Ecchi | Supernatural,Unknown,TV,FINISHED,36527,79.0,79.0,,,,,,,,1
没落予定の貴族だけど、暇だったから魔法を極めてみた,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwamete mita","I’m a Noble on the Brink of Ruin, So I Might as Well Try Mastering Magic",2025-01-07,2025,WINTER 2025,1,12.0,Marvy Jack | Studio DEEN,Adventure | Fantasy,Unknown,TV,FINISHED,36454,60.0,60.0,,,,,,,,2
最強の王様、二度目の人生は 何をする? 第2期,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru? 2nd Season",The Beginning After the End Season 2,2026-04-01,2026,SPRING 2026,1,12.0,studio A-CAT,Action | Adventure | Fantasy,Unknown,TV,RELEASING,36308,56.0,57.0,,,,,,,,2
喧嘩独学,Kenka Dokugaku,Viral Hit,2024-04-11,2024,SPRING 2024,1,12.0,Okuruto Noboru,Action | Comedy,Unknown,TV,FINISHED,36286,71.0,71.0,,,,,,,,1
貴族転生 ～恵まれた生まれから最強の力を得る～,Kizoku Tensei: Megumareta Umare kara Saikyou no Chikara wo Eru,"Noble Reincarnation: Born Blessed, So I'll Obtain Ultimate Power",2026-01-05,2026,WINTER 2026,1,12.0,CompTown,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,36146,66.0,66.0,,,,,,,,2
ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,2023-01-07,2023,WINTER 2023,1,12.0,Tezuka Productions,Comedy | Fantasy | Romance,Josei,TV,FINISHED,36134,70.0,71.0,,,,,,,,1
異世界ゆるり紀行 ～子育てしながら冒険者します～,Isekai Yururi Kikou: Kosodate Shinagara Boukensha Shimasu,A Journey Through Another World: Raising Kids While Adventuring,2024-07-08,2024,SUMMER 2024,1,12.0,EMT Squared,Adventure | Fantasy | Slice of Life,Unknown,TV,FINISHED,35934,66.0,66.0,,,,,,,,2
ドロヘドロ Season 2,Dorohedoro Season 2,Dorohedoro Season 2,2026-04-01,2026,SPRING 2026,1,11.0,MAPPA,Action | Adventure | Comedy | Fantasy | Horror | Mystery,Seinen,ONA,FINISHED,35850,82.0,82.0,,,,,,,,2
ザ・ファブル,The Fable,The Fable,2024-04-07,2024,SPRING 2024,2,25.0,Tezuka Productions,Action | Comedy | Drama | Romance | Thriller,Seinen,TV,FINISHED,35724,78.0,78.0,,,,,,,,0
永久のユウグレ,Towa no Yuugure,Dusk Beyond the End of the World,2025-09-26,2025,FALL 2025,1,13.0,P.A.WORKS,Action | Drama | Romance | Sci-Fi,Unknown,TV,FINISHED,35679,64.0,64.0,,,,,,,,1
ゆるキャン△ SEASON３,Yuru Camp△ SEASON 3,Laid-Back Camp Season 3,2024-04-04,2024,SPRING 2024,2,12.0,8-bit,Comedy | Slice of Life,Seinen,TV,FINISHED,35636,80.0,80.0,,,,,,,,1
出来損ないと呼ばれた元英雄は、実家から追放されたので好き勝手に生きることにした,"Dekisokonai to Yobareta Moto Eiyuu wa, Jikka kara Tsuihou Sareta node Suki Katte ni Ikiru Koto ni Shita",The Banished Former Hero Lives as He Pleases,2024-04-02,2024,SPRING 2024,1,12.0,Studio DEEN | Marvy Jack,Action | Adventure | Fantasy | Romance,Unknown,TV,FINISHED,35622,48.0,48.0,,,,,,,,3
カナン様はあくまでチョロい,Kanan-sama wa Akumade Choroi,Mistress Kanan is Devilishly Easy,2026-04-05,2026,SPRING 2026,1,12.0,Studio KAI,Comedy | Ecchi | Fantasy | Romance,Shounen,TV,RELEASING,35588,67.0,68.0,,,,,,,,1
やり直し令嬢は竜帝陛下を攻略中,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryaku-chuu,The Do-Over Damsel Conquers the Dragon Emperor,2024-10-09,2024,FALL 2024,1,12.0,J.C.STAFF,Fantasy | Romance,Shoujo,TV,FINISHED,35577,68.0,68.0,,,,,,,,1
ヴィジランテ -僕のヒーローアカデミア ILLEGALS- 第2期,Vigilante: Boku no Hero Academia ILLEGALS 2nd Season,My Hero Academia: Vigilantes Season 2,2026-01-05,2026,WINTER 2026,1,13.0,bones film,Action | Adventure | Drama | Fantasy,Shounen,TV,FINISHED,35489,74.0,74.0,,,,,,,,2
スコット・ピルグリム テイクス・オフ,Scott Pilgrim Takes Off,Scott Pilgrim Takes Off,2023-11-17,2023,FALL 2023,1,8.0,Science SARU,Action | Comedy | Drama | Mystery | Romance | Supernatural,Unknown,ONA,FINISHED,35461,80.0,80.0,,,,,,,,0
魔法少女マジカルデストロイヤーズ,Mahou Shoujo Magical Destroyers,Magical Destroyers,2023-04-08,2023,SPRING 2023,1,12.0,Bibury Animation Studios,Action | Comedy | Ecchi | Mahou Shoujo,Unknown,TV,FINISHED,35449,60.0,60.0,,,,,,,,1
勇者パーティーを追放された白魔導師、Sランク冒険者に拾われる ～この白魔導師が規格外すぎる～,"Yuusha Party wo Tsuihou Sareta Shiro Madoushi, S Rank Boukensha ni Hirowareru: Kono Shiro Madoushi ga Kikakugaisugiru",Scooped Up by an S-Rank Adventurer!,2025-07-06,2025,SUMMER 2025,1,12.0,Felix Film,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,35444,61.0,61.0,,,,,,,,2
アポカリプスホテル,Apocalypse Hotel,Apocalypse Hotel,2025-04-09,2025,SPRING 2025,1,12.0,CygamesPictures,Comedy | Sci-Fi | Slice of Life,Unknown,TV,FINISHED,35427,80.0,80.0,,,,,,,,1
さようなら竜生、こんにちは人生,Sayonara Ryuusei Konnichiwa Jinsei,"Good Bye, Dragon Life",2024-10-04,2024,FALL 2024,1,12.0,SynergySP | Vega Entertainment,Action | Adventure | Fantasy,Unknown,TV,FINISHED,35083,62.0,62.0,,,,,,,,2
青の祓魔師 雪ノ果篇,Ao no Exorcist: Yuki no Hate-hen,Blue Exorcist -Beyond the Snow Saga-,2024-10-06,2024,FALL 2024,2,12.0,Studio VOLN,Action | Fantasy | Supernatural,Shounen,TV,FINISHED,34940,74.0,74.0,,,,,,,,2
春夏秋冬代行者 春の舞,Shunkashuutou Daikousha: Haru no Mai,Agents of the Four Seasons: Dance of Spring,2026-03-29,2026,SPRING 2026,1,14.0,WIT STUDIO,Drama | Fantasy | Romance,Shoujo,TV,RELEASING,34909,75.0,76.0,,,,,,,,1
先輩はおとこのこ,Senpai wa Otokonoko,Senpai is an Otokonoko,2024-07-05,2024,SUMMER 2024,1,12.0,project No.9,Comedy | Drama | Romance,Josei,TV,FINISHED,34769,72.0,73.0,,,,,,,,1
NieR:Automata Ver1.1a 第2期,NieR:Automata Ver1.1a 2nd Season,NieR:Automata Ver1.1a Cour 2,2024-07-05,2024,SUMMER 2024,1,12.0,A-1 Pictures,Action | Drama | Fantasy | Mystery | Psychological | Sci-Fi,Unknown,TV,FINISHED,34755,80.0,80.0,,,,,,,,0
とあるおっさんのVRMMO活動記,Toaru Ossan no VRMMO Katsudouki,A Playthrough of a Certain Dude's VRMMO Life,2023-10-03,2023,FALL 2023,1,12.0,Maho Film,Action | Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,34613,62.0,62.0,,,,,,,,2
マジック・メイカー　～異世界魔法の作り方～,Magic Maker: Isekai Mahou no Tsukurikata,Magic Maker: How to Make Magic in Another World,2025-01-09,2025,WINTER 2025,1,12.0,Studio DEEN,Action | Adventure | Fantasy | Slice of Life,Unknown,TV,FINISHED,34552,66.0,67.0,,,,,,,,2
響け！ユーフォニアム３,Hibike! Euphonium 3,Sound! Euphonium 3,2024-04-07,2024,SPRING 2024,1,13.0,Kyoto Animation,Drama | Music | Slice of Life,Unknown,TV,FINISHED,34467,87.0,88.0,,,,,,,,1
魔法使いの嫁 SEASON2 第2クール,Mahoutsukai no Yome SEASON 2 Part 2,The Ancient Magus' Bride Season 2 Part 2,2023-10-05,2023,FALL 2023,1,12.0,Studio Kafka,Drama | Fantasy | Romance | Slice of Life | Supernatural,Shounen,TV,FINISHED,34465,79.0,79.0,,,,,,,,0
Summer Pockets,Summer Pockets,Summer Pockets,2025-04-07,2025,SPRING 2025,1,26.0,feel.,Drama | Romance | Slice of Life | Supernatural,Unknown,TV,FINISHED,34395,71.0,72.0,,,,,,,,1
SHY,SHY,SHY,2023-10-03,2023,FALL 2023,2,12.0,8-bit,Action | Drama | Psychological,Shounen,TV,FINISHED,34224,66.0,66.0,,,,,,,,1
冒険者になりたいと都に出て行った娘がＳランクになってた,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S Rank ni Natteta,My Daughter Left the Nest and Returned an S-Rank Adventurer,2023-09-28,2023,FALL 2023,1,13.0,TYPHOON GRAPHICS,Adventure | Fantasy,Unknown,TV,FINISHED,34200,66.0,66.0,,,,,,,,2
聖女の魔力は万能です Season2,Seijo no Maryoku wa Bannou desu Season 2,The Saint's Magic Power is Omnipotent II,2023-10-03,2023,FALL 2023,1,12.0,diomedéa,Fantasy | Romance | Slice of Life,Shoujo,TV,FINISHED,34094,74.0,74.0,,,,,,,,1
ぬきたし THE ANIMATION,Nukitashi THE ANIMATION,Nukitashi THE ANIMATION,2025-07-19,2025,SUMMER 2025,1,11.0,Passione,Action | Comedy | Drama | Ecchi | Romance,Unknown,TV,FINISHED,34038,68.0,68.0,,,,,,,,1
姫様“拷問”の時間です,"Hime-sama, ""Goumon"" no Jikan desu","'Tis Time for ""Torture,"" Princess",2024-01-09,2024,WINTER 2024,2,12.0,PINE JAM,Comedy | Fantasy | Slice of Life,Shounen,TV,FINISHED,33969,71.0,71.0,,,,,,,,1
味方が弱すぎて補助魔法に徹していた宮廷魔法師、追放されて最強を目指す,"Mikata ga Yowa Sugite Hojo Mahou ni Toushite Ita Kyuutei Mahoushi, Tsuihou Sarete Saikyou wo Mezasu",The Banished Court Magician Aims to Become the Strongest,2025-10-04,2025,FALL 2025,1,12.0,Gekkou,Action | Adventure | Fantasy,Unknown,TV,FINISHED,33943,63.0,63.0,,,,,,,,2
彼女、お借りします 第4期,"Kanojo, Okarishimasu 4th Season",Rent-a-Girlfriend Season 4,2025-07-01,2025,SUMMER 2025,2,12.0,TMS Entertainment,Comedy | Romance,Shounen,ONA,FINISHED,33941,60.0,61.0,,,,,,,,1
最強タンクの迷宮攻略　～体力9999のレアスキル持ちタンク、勇者パーティーを追放される～,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou Sareru",The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,2024-01-07,2024,WINTER 2024,1,12.0,STUDIO POLON,Action | Adventure | Fantasy,Unknown,TV,FINISHED,33887,59.0,59.0,,,,,,,,2
うるわしの宵の月,Uruwashi no Yoi no Tsuki,In the Clear Moonlit Dusk,2026-01-11,2026,WINTER 2026,1,12.0,East Fish Studio | Atelier Peuplier,Romance | Slice of Life,Shoujo,TV,FINISHED,33759,74.0,74.0,,,,,,,,1
ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",Tearmoon Empire,2023-10-08,2023,FALL 2023,1,12.0,SILVER LINK.,Drama | Fantasy | Romance,Shoujo,TV,FINISHED,33526,71.0,71.0,,,,,,,,1
コードギアス 奪還のロゼ,Code Geass: Dakkan no Rozé,Code Geass: Rozé of the Recapture,2024-06-21,2024,SUMMER 2024,1,12.0,Sunrise,Action | Drama | Mecha | Sci-Fi | Thriller,Unknown,ONA,FINISHED,33294,64.0,64.0,,,,,,,,1
REVENGER,REVENGER,Revenger,2023-01-05,2023,WINTER 2023,1,12.0,Ajiado,Action,Unknown,TV,FINISHED,33230,65.0,65.0,,,,,,,,1
強くてニューサーガ,Tsuyokute New Saga,New Saga,2025-07-03,2025,SUMMER 2025,1,12.0,Sotsu | Studio Massket | Studio Clutch,Adventure | Fantasy,Unknown,TV,FINISHED,33100,65.0,65.0,,,,,,,,2
ミギとダリ,Migi to Dali,Migi&Dali,2023-10-02,2023,FALL 2023,1,13.0,GEEKTOYS | CompTown,Drama | Mystery | Slice of Life,Seinen,TV,FINISHED,32958,75.0,75.0,,,,,,,,1
